fold_id,seed,arm,arbiter,n,union_m,m,K,m_feasible,K_feasible,candidate,low,high,feasible,half_feasible,equivalent_candidates,pool_prediction_sha256,subset_sha256,tn,fp,fn,tp,macro_f1,malicious_recall,false_positive_rate,C,D,switches,baseline_tn,baseline_fp,baseline_fn,baseline_tp,baseline_macro_f1,baseline_malicious_recall,baseline_false_positive_rate
3,20260923,random,logistic,2000,27,27,2,27,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,ea67ad136a5ef6c8d0ded875bab743373ab350402676e0f26a6d021507924c6b,169,831,1,999,0.497447978013349,0.999,0.831,27,0,27,169,831,28,972,0.48795761552770023,0.972,0.831
3,20260923,random,hgb,2000,27,27,2,27,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,ea67ad136a5ef6c8d0ded875bab743373ab350402676e0f26a6d021507924c6b,169,831,1,999,0.497447978013349,0.999,0.831,27,0,27,169,831,28,972,0.48795761552770023,0.972,0.831
3,20260923,high,logistic,2000,70,70,2,70,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,3d393aa902568cf3c0674ff05e273d13dfb98c43262264ccbcaf04020ccff8e1,169,831,1,999,0.497447978013349,0.999,0.831,70,0,70,169,831,71,929,0.4728845254791959,0.929,0.831
3,20260923,high,hgb,2000,70,70,2,70,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,3d393aa902568cf3c0674ff05e273d13dfb98c43262264ccbcaf04020ccff8e1,169,831,1,999,0.497447978013349,0.999,0.831,70,0,70,169,831,71,929,0.4728845254791959,0.929,0.831
3,20260924,low,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,8be786a061fec87c6323f06d7d4c02e06ac17ef7f7cd7c17cebb53f5fd460a7a,175,825,1,999,0.5025630648860111,0.999,0.825,0,0,0,175,825,1,999,0.5025630648860111,0.999,0.825
3,20260924,low,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,8be786a061fec87c6323f06d7d4c02e06ac17ef7f7cd7c17cebb53f5fd460a7a,175,825,1,999,0.5025630648860111,0.999,0.825,0,0,0,175,825,1,999,0.5025630648860111,0.999,0.825
3,20260924,random,logistic,2000,34,34,2,34,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,9ea3377dde5401287036726fc27f04edcd6e308f9c7184d3fa999bb76073fa0b,175,825,1,999,0.5025630648860111,0.999,0.825,34,0,34,175,825,35,965,0.4905062353742705,0.965,0.825
3,20260924,random,hgb,2000,34,34,2,34,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,9ea3377dde5401287036726fc27f04edcd6e308f9c7184d3fa999bb76073fa0b,175,825,1,999,0.5025630648860111,0.999,0.825,34,0,34,175,825,35,965,0.4905062353742705,0.965,0.825
3,20260924,high,logistic,2000,70,70,2,70,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,2cd01ccdcecf4539abfc7b3265a69869b8beddf968ec9eefa0c0a9d00fa03e87,175,825,1,999,0.5025630648860111,0.999,0.825,70,0,70,175,825,71,929,0.4777769618042806,0.929,0.825
3,20260924,high,hgb,2000,70,70,2,70,2,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,12,eb031b417636d089a8b29552747f514054f401aa70bbb3ac56babd87178e7ffa,2cd01ccdcecf4539abfc7b3265a69869b8beddf968ec9eefa0c0a9d00fa03e87,175,825,1,999,0.5025630648860111,0.999,0.825,70,0,70,175,825,71,929,0.4777769618042806,0.929,0.825
4,20260922,low,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260922,low,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260922,random,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260922,random,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260922,high,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260922,high,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,92efc5a680b31709eee459b7c4fa98d149938f63768f23893d5df00dc038e8ff,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,low,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,low,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,random,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,random,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,high,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260923,high,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,176e737caf9b00a73058ef320d92b14cdefdb8558cb847f3fb82a472804df7b2,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,low,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,low,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,random,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,random,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,high,logistic,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
4,20260924,high,hgb,2000,0,0,1,0,1,0,0.25,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,True,16,d47764fc3795515db207d314e7a686944b8d70fc7c656a873b4ba45cc947ad3e,ec1bacd893638102ed2d32883194258f055ff21e9f623830c46979c171bc8d68,1000,0,1,999,0.999499999875,0.999,0.0,0,0,0,1000,0,1,999,0.999499999875,0.999,0.0
